Time,,,HR,BR
3/12/2019,3:57:34,PM,90,17
3/12/2019,3:57:35,PM,90,17.1
3/12/2019,3:57:36,PM,92,17.1
3/12/2019,3:57:37,PM,94,17.4
3/12/2019,3:57:38,PM,94,17.4
3/12/2019,3:57:39,PM,95,17.8
3/12/2019,3:57:42,PM,94,17.8
3/12/2019,3:57:43,PM,92,18.1
3/12/2019,3:57:44,PM,91,18.1
3/12/2019,3:57:45,PM,92,18.3
3/12/2019,3:57:46,PM,91,18.3
3/12/2019,3:57:47,PM,89,18.4
3/12/2019,3:57:48,PM,89,18.4
3/12/2019,3:57:49,PM,88,16.9
3/12/2019,3:57:50,PM,87,16.9
3/12/2019,3:57:51,PM,87,15.6
3/12/2019,3:57:52,PM,86,15.6
3/12/2019,3:57:53,PM,85,14.5
3/12/2019,3:57:54,PM,85,14.5
3/12/2019,3:57:55,PM,84,13.6
3/12/2019,3:57:56,PM,83,13.6
3/12/2019,3:57:57,PM,84,12.8
3/12/2019,3:57:58,PM,85,12.8
3/12/2019,3:57:59,PM,85,12.1
3/12/2019,3:58:00,PM,85,12.1
3/12/2019,3:58:01,PM,87,11.2
3/12/2019,3:58:02,PM,86,11.2
3/12/2019,3:58:03,PM,86,10.7
3/12/2019,3:58:04,PM,86,10.7
3/12/2019,3:58:05,PM,87,10.2
3/12/2019,3:58:06,PM,89,10.2
3/12/2019,3:58:07,PM,90,10.1
3/12/2019,3:58:08,PM,90,10.1
3/12/2019,3:58:09,PM,89,10
3/12/2019,3:58:10,PM,89,10
3/12/2019,4:01:41,PM,87,7
3/12/2019,4:01:42,PM,85,7
3/12/2019,4:01:43,PM,84,6.8
3/12/2019,4:01:44,PM,85,6.8
3/12/2019,4:01:45,PM,85,6.8
3/12/2019,4:01:46,PM,84,6.8
3/12/2019,4:01:47,PM,83,6.8
3/12/2019,4:01:48,PM,84,6.8
3/12/2019,4:01:49,PM,84,7.1
3/12/2019,4:01:50,PM,85,7.1
3/12/2019,4:01:51,PM,87,7.4
3/12/2019,4:01:52,PM,89,7.4
3/12/2019,4:01:53,PM,90,7
3/12/2019,4:01:54,PM,90,7
3/12/2019,4:01:55,PM,89,6.6
3/12/2019,4:01:56,PM,88,6.6
3/12/2019,4:01:58,PM,86,6.6
3/12/2019,4:01:59,PM,85,6.5
3/12/2019,4:02:00,PM,83,6.5
3/12/2019,4:02:01,PM,84,6.5
3/12/2019,4:02:02,PM,83,6.5
3/12/2019,4:02:03,PM,81,6.9
3/12/2019,4:02:04,PM,82,6.9
3/12/2019,4:02:05,PM,84,7.2
3/12/2019,4:02:06,PM,84,7.2
3/12/2019,4:02:07,PM,85,7.8
3/12/2019,4:02:08,PM,84,7.8
3/12/2019,4:02:09,PM,84,7
3/12/2019,4:02:10,PM,86,7
3/12/2019,4:02:11,PM,88,6.6
3/12/2019,4:02:12,PM,90,6.6
3/12/2019,4:02:13,PM,90,6.2
3/12/2019,4:02:14,PM,89,6.2
3/12/2019,4:02:15,PM,88,5.9
3/12/2019,4:02:16,PM,85,5.9
3/12/2019,4:02:17,PM,81,5.9
3/12/2019,4:02:18,PM,81,5.9
3/12/2019,4:02:19,PM,83,5.9
3/12/2019,4:02:20,PM,83,5.9
3/12/2019,4:02:21,PM,84,6.2
3/12/2019,4:02:22,PM,86,6.2
3/12/2019,4:02:23,PM,86,6.8
3/12/2019,4:02:24,PM,84,6.8
3/12/2019,4:02:25,PM,83,7.3
3/12/2019,4:02:26,PM,83,7.3
3/12/2019,4:02:27,PM,82,8.1
3/12/2019,4:02:28,PM,80,8.1
3/12/2019,4:02:29,PM,80,8.8
3/12/2019,4:02:30,PM,78,8.8
3/12/2019,4:02:31,PM,79,9.5
3/12/2019,4:02:32,PM,79,9.5
3/12/2019,4:02:33,PM,79,10.5
3/12/2019,4:02:34,PM,81,10.5
3/12/2019,4:02:35,PM,84,11.5
3/12/2019,4:02:36,PM,84,11.5
3/12/2019,4:02:37,PM,80,12.4
3/12/2019,4:02:38,PM,78,12.4
3/12/2019,4:02:39,PM,78,11.2
3/12/2019,4:02:40,PM,79,11.2
3/12/2019,4:02:41,PM,79,10.4
3/12/2019,4:02:42,PM,79,10.4
3/12/2019,4:02:43,PM,80,9.6
3/12/2019,4:02:44,PM,80,9.6
3/12/2019,4:02:45,PM,80,9
3/12/2019,4:02:46,PM,79,9
3/12/2019,4:02:47,PM,77,8.7
3/12/2019,4:02:48,PM,76,8.7
3/12/2019,4:02:49,PM,77,8.4
3/12/2019,4:02:50,PM,79,8.4
3/12/2019,4:02:51,PM,80,8.5
3/12/2019,4:02:52,PM,81,8.5
3/12/2019,4:02:53,PM,82,8.5
3/12/2019,4:02:54,PM,82,8.5
3/12/2019,4:02:55,PM,82,8.9
3/12/2019,4:02:56,PM,82,8.9
3/12/2019,4:02:57,PM,81,9.8
3/12/2019,4:02:58,PM,80,9.8
3/12/2019,4:02:59,PM,81,10.6
3/12/2019,4:03:00,PM,81,10.6
3/12/2019,4:03:01,PM,81,11.3
3/12/2019,4:03:02,PM,82,11.3
3/12/2019,4:03:03,PM,85,12
3/12/2019,4:03:04,PM,86,12
3/12/2019,4:03:05,PM,84,12.9
3/12/2019,4:03:06,PM,83,12.9
3/12/2019,4:03:07,PM,83,13.7
3/12/2019,4:03:08,PM,83,13.7
3/12/2019,4:03:09,PM,81,14.4
3/12/2019,4:03:10,PM,80,14.4
3/12/2019,4:03:11,PM,81,15.1
3/12/2019,4:03:12,PM,81,15.1
3/12/2019,4:03:13,PM,80,15.7
3/12/2019,4:03:14,PM,82,15.7
3/12/2019,4:03:15,PM,84,16.2
3/12/2019,4:03:16,PM,84,16.2
3/12/2019,4:03:17,PM,83,16.1
3/12/2019,4:03:18,PM,81,16.1
3/12/2019,4:03:19,PM,80,16.3
3/12/2019,4:03:20,PM,80,16.3
3/12/2019,4:03:21,PM,81,16.6
3/12/2019,4:03:22,PM,84,16.6
3/12/2019,4:03:23,PM,85,16.9
3/12/2019,4:03:24,PM,85,16.9
3/12/2019,4:03:25,PM,85,17.1
3/12/2019,4:03:26,PM,86,17.1
3/12/2019,4:03:27,PM,88,17.4
3/12/2019,4:03:28,PM,90,17.4
3/12/2019,4:03:29,PM,91,17.6
3/12/2019,4:03:30,PM,91,17.6
3/12/2019,4:03:31,PM,90,17.9
3/12/2019,4:03:32,PM,89,17.9
3/12/2019,4:03:33,PM,88,18.1
3/12/2019,4:03:34,PM,85,18.1
3/12/2019,4:03:35,PM,83,18.3
3/12/2019,4:03:36,PM,82,18.3
3/12/2019,4:03:37,PM,81,18.2
3/12/2019,4:03:38,PM,82,18.2
3/12/2019,4:03:39,PM,83,16.7
