Time,,,HR,BR
3/21/2019,3:06:51,PM,94,18
3/21/2019,3:06:52,PM,94,18
3/21/2019,3:06:53,PM,90,18
3/21/2019,3:06:54,PM,86,18
3/21/2019,3:06:55,PM,84,19
3/21/2019,3:06:56,PM,84,19
3/21/2019,3:06:57,PM,83,19
3/21/2019,3:06:58,PM,83,19
3/21/2019,3:06:59,PM,83,19
3/21/2019,3:07:00,PM,83,19
3/21/2019,3:07:01,PM,83,19
3/21/2019,3:07:02,PM,84,19
3/21/2019,3:07:03,PM,85,20
3/21/2019,3:07:04,PM,85,20
3/21/2019,3:07:05,PM,85,20
3/21/2019,3:07:06,PM,85,20
3/21/2019,3:07:07,PM,86,19
3/21/2019,3:07:08,PM,86,19
3/21/2019,3:07:09,PM,86,19
3/21/2019,3:07:10,PM,87,19
3/21/2019,3:07:11,PM,87,19
3/21/2019,3:07:12,PM,87,19
3/21/2019,3:07:13,PM,88,19
3/21/2019,3:07:14,PM,88,19
3/21/2019,3:07:15,PM,87,18
3/21/2019,3:07:16,PM,88,18
3/21/2019,3:07:17,PM,88,18
3/21/2019,3:07:19,PM,89,17
3/21/2019,3:07:20,PM,89,17
3/21/2019,3:07:21,PM,90,17
3/21/2019,3:07:22,PM,90,17
3/21/2019,3:07:23,PM,86,17
3/21/2019,3:07:24,PM,85,17
3/21/2019,3:07:25,PM,87,16
3/21/2019,3:07:26,PM,90,16
3/21/2019,3:07:27,PM,91,16
3/21/2019,3:07:28,PM,90,16
3/21/2019,3:07:29,PM,87,15
3/21/2019,3:07:30,PM,83,15
3/21/2019,3:07:31,PM,82,15
3/21/2019,3:07:32,PM,83,15
3/21/2019,3:07:33,PM,85,15
3/21/2019,3:07:34,PM,89,15
3/21/2019,3:07:35,PM,96,15
3/21/2019,3:07:36,PM,101,15
3/21/2019,3:07:37,PM,99,15
3/21/2019,3:07:38,PM,96,15
3/21/2019,3:07:39,PM,91,15
3/21/2019,3:07:40,PM,89,15
3/21/2019,3:07:41,PM,88,15
3/21/2019,3:07:42,PM,87,15
3/21/2019,3:07:43,PM,87,15
3/21/2019,3:07:44,PM,88,15
3/21/2019,3:07:45,PM,89,16
3/21/2019,3:07:46,PM,94,16
3/21/2019,3:07:47,PM,96,16
3/21/2019,3:07:48,PM,101,16
3/21/2019,3:07:49,PM,100,16
3/21/2019,3:07:50,PM,97,16
3/21/2019,3:07:51,PM,96,16
3/21/2019,3:07:52,PM,96,16
3/21/2019,3:07:53,PM,97,16
3/21/2019,3:07:54,PM,98,16
3/21/2019,3:07:55,PM,98,17
3/21/2019,3:07:56,PM,97,17
3/21/2019,3:07:57,PM,97,17
3/21/2019,3:07:58,PM,97,17
3/21/2019,3:07:59,PM,97,17
3/21/2019,3:08:00,PM,97,17
3/21/2019,3:08:01,PM,97,17
3/21/2019,3:08:02,PM,96,17
3/21/2019,3:08:03,PM,96,17
3/21/2019,3:08:04,PM,96,17
3/21/2019,3:08:05,PM,95,18
3/21/2019,3:08:07,PM,95,17
3/21/2019,3:08:08,PM,95,17
3/21/2019,3:08:09,PM,95,17
3/21/2019,3:08:10,PM,95,17
3/21/2019,3:08:11,PM,95,17
3/21/2019,3:08:12,PM,96,17
3/21/2019,3:08:13,PM,99,17
3/21/2019,3:08:14,PM,102,17
3/21/2019,3:08:15,PM,104,17
3/21/2019,3:08:16,PM,105,17
3/21/2019,3:08:17,PM,105,17
3/21/2019,3:08:18,PM,105,17
3/21/2019,3:08:19,PM,106,17
3/21/2019,3:08:20,PM,107,17
3/21/2019,3:08:21,PM,108,17
3/21/2019,3:08:22,PM,109,17
3/21/2019,3:08:23,PM,109,17
3/21/2019,3:08:24,PM,109,17
3/21/2019,3:08:25,PM,109,17
3/21/2019,3:08:26,PM,109,17
3/21/2019,3:08:27,PM,109,18
3/21/2019,3:08:28,PM,109,18
3/21/2019,3:08:29,PM,109,18
3/21/2019,3:08:30,PM,109,18
3/21/2019,3:08:31,PM,109,19
3/21/2019,3:08:32,PM,109,19
3/21/2019,3:08:33,PM,110,19
3/21/2019,3:08:34,PM,109,19
3/21/2019,3:08:35,PM,109,20
3/21/2019,3:08:36,PM,110,20
3/21/2019,3:08:37,PM,110,20
3/21/2019,3:08:38,PM,110,20
3/21/2019,3:08:39,PM,110,20
3/21/2019,3:08:40,PM,110,20
3/21/2019,3:08:41,PM,110,20
3/21/2019,3:08:42,PM,110,20
3/21/2019,3:08:43,PM,110,20
3/21/2019,3:08:44,PM,109,20
3/21/2019,3:08:45,PM,109,20
3/21/2019,3:08:46,PM,109,20
3/21/2019,3:08:47,PM,109,19
3/21/2019,3:08:48,PM,108,19
3/21/2019,3:08:49,PM,108,19
3/21/2019,3:08:51,PM,0,0
3/21/2019,3:08:53,PM,106,18
3/21/2019,3:08:54,PM,107,18
3/21/2019,3:08:55,PM,108,18
3/21/2019,3:08:56,PM,108,18
3/21/2019,3:08:57,PM,108,18
3/21/2019,3:08:58,PM,108,18
3/21/2019,3:08:59,PM,108,17
3/21/2019,3:09:00,PM,108,17
3/21/2019,3:09:01,PM,107,17
3/21/2019,3:09:02,PM,107,17
3/21/2019,3:09:03,PM,107,16
3/21/2019,3:09:04,PM,108,16
3/21/2019,3:09:05,PM,108,16
3/21/2019,3:09:06,PM,108,16
3/21/2019,3:09:07,PM,109,16
3/21/2019,3:09:08,PM,109,16
3/21/2019,3:09:09,PM,109,16
3/21/2019,3:09:10,PM,109,16
3/21/2019,3:09:11,PM,109,16
3/21/2019,3:09:12,PM,109,16
3/21/2019,3:09:13,PM,110,16
3/21/2019,3:09:14,PM,110,16
3/21/2019,3:09:15,PM,110,16
3/21/2019,3:09:16,PM,109,16
3/21/2019,3:09:17,PM,108,16
3/21/2019,3:09:18,PM,99,16
3/21/2019,3:09:19,PM,95,16
3/21/2019,3:09:20,PM,97,16
3/21/2019,3:09:21,PM,98,15
3/21/2019,3:09:22,PM,99,15
3/21/2019,3:09:23,PM,100,15
3/21/2019,3:09:24,PM,100,15
3/21/2019,3:09:25,PM,101,15
3/21/2019,3:09:26,PM,101,15
3/21/2019,3:09:27,PM,101,15
3/21/2019,3:09:28,PM,102,15
3/21/2019,3:09:29,PM,102,15
3/21/2019,3:09:30,PM,102,15
3/21/2019,3:09:31,PM,103,15
3/21/2019,3:09:32,PM,104,15
3/21/2019,3:09:33,PM,105,14
3/21/2019,3:09:34,PM,105,14
3/21/2019,3:09:35,PM,105,14
3/21/2019,3:09:37,PM,105,15
3/21/2019,3:09:38,PM,104,15
3/21/2019,3:09:39,PM,102,15
